dailyid,year,month,day,dayofweek,hour,minute,latitude,longitude,os,home_countryname,plmn,plmn_countryname,setting_currency,setting_language,setting_country,logtype_category,logtype_subcategory,accuracy,speed,estimated_speed_flag,course,estimated_course_flag,prefcode,citycode,mesh100mid,home_prefcode,home_citycode,workplace_prefcode,workplace_citycode,transportation_type
7a1fbeccfe017ca4908e37ffac1fca53843c925f6bb12c6597146ba293af047c5da83982c2d186d98cb1371969d126c0,2019,10,1,2,0,0,35.336025,139.434700,Android,Japan,44010,Japan,,ja,,,,13.617,,,243.434,2,14,14207,5339030437,14,14207,13,13108,
dd4d5501824c569ddf3567e0e2b38c64df0cc409416c3e54adadc6a80a211d5c398e4a069f66424686991ff53ddca962,2019,10,1,2,0,0,35.648359,139.876526,Android,Japan,44051,Japan,,ja,,,,14,,,,,13,13123,5339377081,13,13123,13,13103,
3806281876fe1f6823ec40c1660e9577acfd0bc19fe176752b805e1bb02776c3373fa597214a3aa9942e82e198b7a875,2019,10,1,2,0,0,35.909188,139.709386,Android,Japan,44010,Japan,,ja,,,,3.216,,,,,11,11109,5339659617,10,10202,10,10201,
a0cce3267aceacc4251dee9d56ed9f126a4cbf33d43d08d2d5f0382992f462ab4b710e46ba04c0838df39ff331d7260a,2019,10,1,2,0,0,35.720605,139.784628,Android,Japan,44010,Japan,,ja,,,,14.679,,,190.885,2,13,13106,5339466247,13,13106,13,13108,
ff36ce0b03818dc291e0bb70a0a46913a29c05f7adec7cea7db827bb830bacd88fe2237f516c905ad0a507c3f4c8b6c9,2019,10,1,2,0,0,35.638251,139.921225,iOS,Japan,44020,Japan,JPY,ja,JP,background,arrival,151.95,0,1,0,1,12,12227,5339376356,12,12227,13,13105,1
1954e4cfce3db2fb35cf7a1259ea6998f66dce741135567bce9270285c4acf2851ca2e634eeee00eca62c6db7b908e78,2019,10,1,2,0,0,35.646900,139.803002,Android,Japan,44051,Japan,,ja,,,,10353.833,,,,,13,13108,5339367462,13,13108,13,13104,
033204144e8182ade3f57c68713d895095f5b8e87a6d300b8e44787cf0bdbb76cf2c9f6ccdabab96d1c6e1611ba7cde5,2019,10,1,2,0,0,35.654210,139.804734,Android,Japan,44010,Japan,,ja,,,,14.165,,,,,13,13108,5339368453,13,13108,13,13108,
5ffa4e020d4d1da67ae3a5951ae2273135d1c115732c15855f227c47b2e74868eba857fdd906c94031e5158fd2ab4271,2019,10,1,2,0,0,35.665043,139.785468,Android,Japan,44051,Japan,,ja,,,,117.92,,,,,13,13102,5339369288,13,13102,13,13116,
a9d0ab6a0a2b62727ec365bf20f0c6a79717a093e1b97316785270eac2fb1986c1832fd6598e27cfdb0d73e08f28d92f,2019,10,1,2,0,0,35.403311,139.512058,Android,Japan,44010,Japan,,ja,,,,21.402,,,,,14,14110,5339048039,14,14110,13,13109,
def0558288b9ef22c5ffa3fa1dfecec3d06eeaff681c65b57c57c77cde2801dbb78825920188bde7173d15aea2a40ecb,2019,10,1,2,0,0,35.692856,139.837457,Android,Japan,44051,Japan,,ja,,,,15.049,,,180,2,13,13108,5339463619,13,13108,13,13108,
ad249970b201ed049e5a2791563c5be9786e9fc86b37db7d363e00dd4b7be632184d07bc80e52fdc84af90e000b19224,2019,10,1,2,0,0,35.829703,139.630727,Android,Japan,44020,Japan,,ja,,,,16,,,,,11,11108,5339559054,11,11108,13,13108,
276fd5140cd3fc7fde72e27f173d2cf56f8961094cd397846ca2bfa3f1e945caa1dd94735fcc41358d9dd3257f71fc61,2019,10,1,2,0,0,35.391220,139.611166,Android,Japan,44010,Japan,,ja,,,,16,,,,,14,14107,5339046898,14,14107,13,13108,
ac160f7f0728f341ca628f7ae0e2b9d2d21ff03da0cee71e097cebff171ffc1fdeec367ec51bf43f76278f5f7f2e17df,2019,10,1,2,0,0,35.653486,139.797732,Android,Japan,44010,Japan,,ja,,,,17.393,,,138.615,2,13,13108,5339368348,13,13108,13,13101,
58be5fd547b678e8abdb4a4bdc064f4784ba6e357023bd7952b76e668cccb5e28678f4eb090b0317f97945c3a06896a2,2019,10,1,2,0,0,35.771739,139.621824,Android,Japan,44051,Japan,,ja,,,,13.899,,,,,11,11229,5339542967,11,11229,13,13101,
ac0b6088019f77dba6874970db2811cc80e5d157b380296646bad5022ac3a2cbf3ff88c2ff64fed1f5ffa913fdb17159,2019,10,1,2,0,0,35.711337,139.664335,Android,Japan,44010,Japan,,ja,,,,14.992,,,76.293,2,13,13114,5339455331,13,13114,13,13102,
1140d61f917d2c1579c567e337d9319628fb0b72bda4075867a2079dd84c1061a90ffa23e4780855f0547002317e27a2,2019,10,1,2,0,0,35.841037,139.539249,Android,Japan,44010,Japan,,ja,,,,16,,,,,11,11235,5339640391,11,11235,13,13108,
7bfa3fe1bc8618932ca29cf3a837c72bc9e735738c24c69d5e4c90927a0adbb0956b2f68bf5af5b49c6ff97202b2f016,2019,10,1,2,0,0,35.685721,139.791570,Android,Japan,44051,Japan,,ja,,,,800,,,,,13,13102,5339462323,13,13102,13,13108,
f62a7d536d6de5ac93214d6172450cbdba87d1c934e5f01639c4a2e2c865997eff014e1e58d64b5ae93d4918dc33fa98,2019,10,1,2,0,0,35.654443,139.802175,Android,Japan,44010,Japan,,ja,,,,17.454,,,,,13,13108,5339368451,13,13108,13,13104,
cb723a7c15561eaba3e9ea075361440113d60780a93eebca49395c6b5731fa188574ff3c57217597300b4aa17ab1529e,2019,10,1,2,0,0,35.888037,139.496152,Android,Japan,44010,Japan,,ja,,,,13.973,,,,,11,11201,5339636956,11,11201,13,13108,
2168e3b648f88e97c4bcccee4cbe45725af03924eb4ad5389f0bed12d2aebe34dfb6c5ed07768dabe951f64db6347d5b,2019,10,1,2,0,0,35.715585,139.925072,Android,Japan,44010,Japan,,ja,,,,14.557,,,168.69,2,12,12203,5339475480,12,12203,13,13108,
221ca5bc2d87c9299b54ee7baf985a89cbe84566f2886d75dd794c86f8b6a812b662f5a97d6674a71be3977cdf9ea717,2019,10,1,2,0,0,35.739514,139.810320,Android,Japan,44010,Japan,,ja,,,,17.397,,,,,13,13118,5339468478,13,13118,13,13108,
6e963074de72da8ad8bd35e68d608ecf83ca087cb1cb1e6861664f3de8a46297ee11b821df12e861a429fa097012f1ab,2019,10,1,2,0,0,35.779857,139.493289,Android,Japan,44010,Japan,,ja,,,,17.6,,,,,11,11208,5339533954,13,13213,13,13102,
eef43a9fc84a78160e727464c5483c33578de76df1ae6aa92beedd6caa23fee079382c8fa6d6f21f4da54d9e7b19a53a,2019,10,1,2,0,0,35.652281,139.798567,Android,Japan,44010,Japan,,ja,,,,19.296,,,,,13,13108,5339368328,13,13108,12,12212,
b333ae29001f25d42051075d2ace968fa8f483311b25aca3cc2b4df58636576e3d1af8c7f67aca9861a6bc88ef47d8b4,2019,10,1,2,0,0,34.929454,138.273418,Android,Japan,44010,Japan,,ja,,,,2000,,,,,22,22214,5238321158,23,23445,23,23445,
c849559845bffc3fd72d84d1ba4e3befcde5fe29e5e51682881757dad534f542cbdb94e46872f5476cda3ae9cfb07532,2019,10,1,2,0,0,35.707477,139.846363,Android,Japan,44020,Japan,,ja,,,,16.1,,,,,13,13123,5339464787,13,13123,13,13108,
92a4548dae7d529745bb14b4378f3b6b41c828708bd61b8e2e9748bb5f26b07c97b10f6bed87110e759cb60c551d0671,2019,10,1,2,0,0,35.765980,139.619957,Android,Japan,44010,Japan,,ja,,,,15.466,,,67.38,2,13,13120,5339541995,13,13120,13,13108,
06e1128c96335ba0611282d5f63cd0f51df3539118a180bdfa738ec1cd77e3a9eb76d885fc239326cd539a3a019d8729,2019,10,1,2,0,0,35.657951,139.800214,Android,Japan,44010,Japan,,ja,,,,92.594,,,,,13,13108,5339368490,13,13108,13,13108,
e4a8865274fd2875ddc3e163b4cd875ded5f9f2a6a508cc170832252e796834e5796327b1cac340853bcf9b62e880639,2019,10,1,2,0,0,35.741018,139.840810,Android,Japan,44010,Japan,,ja,,,,800,,,,,13,13122,5339468792,13,13122,13,13108,
0d322a730be199f84a4b77a66692b56bce5a19e00deef2447f9c7adf2d2d220fbc1750bd3d4d91f516a6f6322208c2e0,2019,10,1,2,0,0,35.735095,139.643654,Android,Japan,44010,Japan,,ja,,,,10158.327,,,,,13,13120,5339458124,13,13120,13,13108,
77c24f959256015a7f739f449e9a9914551ba4839dfab0899983e053f0d6d9fa8b07b8fabf35e22883b6838906a798f3,2019,10,1,2,0,0,35.679327,140.020830,Android,Japan,44020,Japan,,ja,,,,35.376,,,295.355,2,12,12216,5340401156,12,12216,13,13101,
f5b9a5831ee11c168ea3f40d922fc3992e14c6d96b45da479a2b534c2c23b60199ccc4ad9eaa3f5ed24ab2825cb8fcdb,2019,10,1,2,0,0,35.690662,140.072206,Android,Japan,44051,Japan,,ja,,,,600,,,,,12,12216,5340402587,12,12216,13,13108,
9495ef1306f15381ff956875459e9dbda42af07804ef4a84c320e856a6f03399fdb8f3ef6274c1390fcf292ade904b45,2019,10,1,2,0,0,35.656621,139.589282,Android,Japan,44010,Japan,,ja,,,,699.999,,,,,13,13208,5339348771,13,13208,12,12106,
ed8622aa7d4dd8b3fddc0bd52f32d9e94b9e1ed0b65db6327ea7a9b85f35d0d258ad72075ed328cafca0647bb640a508,2019,10,1,2,0,0,35.656856,139.812076,Android,Japan,44051,Japan,,ja,,,,14.331,,,201.25,2,13,13108,5339368489,13,13108,13,13108,
acc0f2f9f97f5a54873bc445052fd4a18e5c5a1d05188b71b337ed351c446e1d3598766bba87fda25b6fb0e0e0446d1c,2019,10,1,2,0,0,35.496380,139.557180,Android,Japan,44010,Japan,,ja,,,,14.076,,,328.671,2,14,14106,5339149455,14,14113,13,13108,
