dailyid,year,month,day,dayofweek,hour,minute,latitude,longitude,os,home_countryname,plmn,plmn_countryname,setting_currency,setting_language,setting_country,logtype_category,logtype_subcategory,accuracy,speed,estimated_speed_flag,course,estimated_course_flag,prefcode,citycode,mesh100mid,home_prefcode,home_citycode,workplace_prefcode,workplace_citycode,transportation_type
05cb75ec0360097483f2b6536a0403bbf52ccb050fe425d347ac5745d98283c96179a813183728f1bc62d275a530db40,2019,10,1,2,0,0,35.697957,139.777863,iOS,Japan,44020,Japan,,,,background,move,1414,,,,,13,13101,5339463272,13,13121,13,13108,
5f66ed3c2388dddc569f165f9f1b77c824e579cd2933764b0ac60070802e8eae965b982e0b6e648db88d09b7f7162640,2019,10,1,2,0,0,35.647269,139.792915,Android,Japan,44010,Japan,,ja,,,,14.704,,,165.256,2,13,13108,5339367364,13,13108,13,13109,
57db6cc23cfdec6fe8b2aff6ed18a321d88b6ce397f49342afe7e5975a4a8ce233382a2377a5e323c274f6fcf5f40edc,2019,10,1,2,0,0,35.478392,139.631597,Android,Japan,44010,Japan,,ja,,,,31.838,,,,,14,14102,5339157045,14,14102,13,13103,
55a32845cb88ffac2e6594951b9dbe46a3c739aec72dcfbccc58734ca3a9dd3768f69e8ae061c0f84f6cb08208140eb8,2019,10,1,2,0,0,35.666871,139.869638,Android,Japan,44010,Japan,,ja,,,,13.744,,,296.565,2,13,13123,5339460905,13,13123,13,13108,
6283a6ca80599d1cb1b86eb2050935ada749801a9107e4cbaedf7b34981c2fcf5a45aa9be513b42e5b63518fe8261507,2019,10,1,2,0,0,35.726569,139.533485,Android,Japan,44010,Japan,,ja,,,,20,,,325.097,2,13,13229,5339447216,13,13229,13,13101,
129bdd26f87116cc9ba98ff19d80058487acab579bc7ffa1294c8905b9f6a8eeddc503a6124617432b32cee9e765904b,2019,10,1,2,0,0,35.554911,139.538909,Android,Japan,44020,Japan,,ja,,,,14.377,,,306.869,2,14,14117,5339246351,14,14117,13,13108,
f7d7b120e82a8208b455b2500ac6aaa359b66a8e32cda7d446ae4eb793a3c3506c99abde9f97238cbac669be71418f64,2019,10,1,2,0,0,35.589413,139.736062,Android,Japan,44020,Japan,,ja,,,,16.46,,,196.723,2,13,13109,5339350878,14,14101,13,13109,
322c4059f2c37ba2d73dd9e1a8829357b86b7431ffd65799f96ba1435687fab2c56a7e32e8638016b51b4dd2408a92c9,2019,10,1,2,0,0,35.687246,139.929282,Android,Japan,44010,Japan,,ja,,,,14.651,,,,,12,12203,5339472443,12,12203,13,13104,
873677bdb56b90fd913b2de498a8dbf60108d798a06d5bb75bf8c2150d3a886e1b4aaeb467b403ae26f63d8a3c2f1c6c,2019,10,1,2,0,0,35.653181,140.057952,Android,Japan,44010,Japan,,ja,,,,18.708,2.459,2,,,12,12102,5340308436,12,12102,13,13102,
58af8af0746a3f6fdf713a0d89da18f766b953ba89b9f0b1fb17e76e3149dbfe55c4b1e46e1e79ea81dbdcf8cdad9e4b,2019,10,1,2,0,0,35.921871,139.473508,Android,Japan,44010,Japan,,ja,,,,10011.354,,,,,11,11201,5339730768,11,11201,13,13108,
789cc82083ebaf29559ccdda67b8718a71b2b7591ec06f0d10aa059b13e6d19a7f0e133258f51ba99c8f18e2511484b1,2019,10,1,2,0,0,35.749492,139.582250,Android,Japan,44010,Japan,,ja,,,,49.004,,,,,13,13120,5339449695,13,13120,13,13102,
7c6d1a4671a0996e94c9dcfec3ce979d220572f76ceed984ffe99c07a9a525d3fa33a035d8abe9a7c6546e1c1eb50674,2019,10,1,2,0,0,35.619594,139.553619,Android,Japan,44010,Japan,,ja,,,,699.999,,,,,14,14135,5339344432,14,14135,13,13108,
927636ac19ef34aea2c58f7b379e7a6537fd15efce8cccf364173fd1a9d196d84931f11e8687d9ad5aa1453d8ec6003e,2019,10,1,2,0,0,35.612720,139.569696,Android,Japan,44051,Japan,,ja,,,,16.079,,,180,2,14,14135,5339343555,14,14135,13,13102,
56a1607239e75fbf55e6de702460041064a56e5a3dcc5e8b9642aa7bfb06903046e1f929dc9bbd17dcde90626408e68f,2019,10,1,2,0,0,35.656087,139.802697,Android,Japan,44010,Japan,,ja,,,,23.3,,,,,13,13108,5339368472,13,13108,13,13101,
bab2514ba0009389dccfbb8071d500d5041dfe5e9ded02b0d1cd9a64de42f09983c9a10669c02430efe922b43391ddf2,2019,10,1,2,0,0,35.752261,139.798055,Android,Japan,44020,Japan,,ja,,,,19.681,,,90,2,13,13121,5339560328,13,13121,13,13108,
c24baa0e181bc819de8bc10dd680a29b2d1fa364b87cca182099840993f49021911aeea59b2fed5a56b8793e7eabc6e1,2019,10,1,2,0,0,35.670072,139.731512,Android,Japan,44020,Japan,,ja,,,,18.313,,,329.036,2,13,13103,5339450845,13,13103,13,13108,
53e63b96c7501060976d676c5995e92f4ffebddf6690ccb2b187c5204067536f7b817ca08e8f1c66e0a66d9c36db865e,2019,10,1,2,0,0,35.687546,140.067721,Android,Japan,44051,Japan,,ja,,,,14.446,,,,,12,12216,5340402554,12,12216,13,13101,
9e963c31034e2847a3e5ee8d01072c0a21a6cb894a58dc41f5ae45544621ea21d1c23446c5db568ce68f74b3fdc65551,2019,10,1,2,0,0,35.654635,139.799031,Android,Japan,44010,Japan,,ja,,,,16,,,,,13,13108,5339368359,13,13108,13,13101,
ee6253e9d3b6f6a31073456cc8f0a8e210eb73cc8b7ae8c5439c1f9808d0723fbdb575967b23027a671fa94569d5ecdd,2019,10,1,2,0,0,35.656261,139.799545,Android,Japan,44010,Japan,,ja,,,,14.207,,,153.434,2,13,13108,5339368379,13,13108,13,13103,
7a515fe69a52535984c358577f1bd09f280dc03eccca933946746a8d29f9ce653d04eb3c77a468b5ca15188e9a3cdca7,2019,10,1,2,0,0,35.514709,139.677992,iOS,Japan,44050,Japan,,ja,,,,10,23.727,2,198.728,2,14,14101,5339251472,14,14301,13,13108,
d430221fe410b555d18bb55cf7cdc79f8c0cfac790a9738840225dd50b5f6b6fad490608e8523c92589267d5dcab8455,2019,10,1,2,0,0,35.750525,139.667837,Android,Japan,44010,Japan,,ja,,,,17.335,,,139.635,2,13,13120,5339550304,13,13120,13,13103,
2c92efed8c7554061541cd43a4bbbc3141f9f93198c9cf1727728a64552b76866d9d305c7d1798bd10997a3cea85434f,2019,10,1,2,0,0,35.653041,139.816038,Android,Japan,44010,Japan,,ja,,,,14.785,,,,,13,13108,5339368532,13,13108,13,13107,
3a2a4397f03a6055e020fc897691130847a830dcdde62a565456e33d3056162629b49785fcb17ba33926ff2efdb70804,2019,10,1,2,0,0,36.063218,139.598359,Android,Japan,44051,Japan,,ja,,,,14.383,,,150.802,2,11,11232,5439047758,11,11232,13,13109,
35f0ecdf985afed9bd36c9a54515b3513f34f7f1df4a400bf443c5bfb00d3385b7d43c31ff51f0c0dbb15a9f62f55333,2019,10,1,2,0,0,35.720047,139.859449,Android,Japan,44010,Japan,,ja,,,,13.834,,,,,13,13122,5339466847,13,13122,13,13108,
2158e16b60836e800ace280c6f4d9b193b082762482a2d99e38f183a909b0da16050a34f5fbb1008c1d6b3901979184d,2019,10,1,2,0,0,35.666826,139.784235,Android,Japan,44020,Japan,,ja,,,,15.008,,,0,2,13,13102,5339460207,13,13102,13,13112,
0736c856054b7735e7b4a20469b69c7bad6a4faec8f9151345c1ce9c0450d532c4ca13ab0f8051675eae1403c4d922cf,2019,10,1,2,0,0,37.395520,140.389374,Android,Japan,44010,Japan,,ja,,,,1899.999,,,,,07,07203,5640037141,07,07208,07,07202,
d89bd05fb5cacd2b3f02c31e7c517a8a078c90e9e6d9e9e0a5d78db2a316b99c60e0a5ddf4968c6cce881e98fce84b26,2019,10,1,2,0,0,35.766266,139.679228,Android,Japan,44010,Japan,,ja,,,,15.623,,,,,13,13119,5339551493,13,13119,13,13108,
771ecc93f6b8d97851b0a8d682e0f30509fd4b9365ee5ed79a0798e14bd77628628e0a67970281f99804bf5a1ee7fcdf,2019,10,1,2,0,0,35.696146,139.637916,Android,Japan,44020,Japan,,ja,,,,16.9,,,,,13,13115,5339453150,13,13115,14,14153,
c76cfa616be559dcc8aa38828b6e2604e5c099f6dccabb3c4ad06329b91f111ca367fd973826a015f9cefa1a735caaa1,2019,10,1,2,0,0,35.552095,139.662620,Android,Japan,44010,Japan,,ja,,,,14.335,,,243.434,2,14,14132,5339256320,14,14132,13,13108,
07484d95d6f227981279cf6e36f522eba583c2a90db3ff17c7862d1300978aa17b6afc3cdf435fda105f6fb64136db3c,2019,10,1,2,0,0,35.657089,139.815396,iOS,Japan,44010,Japan,,ja,,,,15,,,249.974,2,13,13108,5339368582,13,13108,13,13108,
07484d95d6f227981279cf6e36f522eba583c2a90db3ff17c7862d1300978aa17b6afc3cdf435fda105f6fb64136db3c,2019,10,1,2,0,0,35.656494,139.813483,iOS,Japan,44010,Japan,,ja,,,,165,,,,,13,13108,5339368570,13,13108,13,13108,
a778466e6f7da64cb6735ca3714b3c4839ffc4237c7f2319f90f043fa8e8db79df61bf93675c39744fcfc7395c429363,2019,10,1,2,0,0,35.729620,139.439741,Android,Japan,44051,Japan,,ja,,,,14.903,,,,,13,13211,5339437551,13,13211,13,13103,
f27e4a92b4d21b12dc89785d1f37c8135d483262f6a9d297a96844b9d19bf84008976ae1230426acd10fad32a91db370,2019,10,1,2,0,0,35.645111,139.787476,Android,Japan,44010,Japan,,ja,,,,14.084,,,,,13,13108,5339367249,13,13108,13,13108,
54a8ef1cd1ce36835bcf10c281a2c525eaf2151074024b0993c00b47d1d72b12b9d3138b7165e7bdfaf4213c4b6383ad,2019,10,1,2,0,0,35.731114,139.770084,Android,Japan,44051,Japan,,ja,,,,27.111,,,49.398,2,13,13118,5339467176,13,13118,13,13108,
49c6d7ce95a223c38c5beb501c3410f1716522225a6360cf15d71675f32741f100e869e12b9ec2898725268765aa3651,2019,10,1,2,0,0,35.649725,139.803741,Android,Japan,44010,Japan,,ja,,,,14.104,,,,,13,13108,5339367492,13,13108,13,13103,
7a515fe69a52535984c358577f1bd09f280dc03eccca933946746a8d29f9ce653d04eb3c77a468b5ca15188e9a3cdca7,2019,10,1,2,0,0,35.519409,139.681256,iOS,Japan,44050,Japan,,ja,,,,10,22.862,2,211.622,2,14,14101,5339252435,14,14301,13,13108,
25e9f8e253de998bb908a7c2fc308b3208fe86e7cdaca7771983992f4afa474ac83cac0f7b9469167a03ce1c400467b6,2019,10,1,2,0,0,35.394748,139.523470,Android,Japan,44051,Japan,,ja,,,,16,,,152.732,2,14,14110,5339047138,14,14110,13,13108,
af75322eb64fb0d73421d11412e4b9a521660811c435d4119952edfc7b9e928e82321b08ac37487f24d2be4b784be708,2019,10,1,2,0,0,35.761900,139.743627,Android,Japan,44010,Japan,,ja,,,,14.826,,,,,13,13117,5339551944,11,11214,13,13102,
7691bf0dff90770a6ddba00c75790e56b02803650757a267ca3ddf2a6a6162581fbeeac46df7183b7693dd61c09787c9,2019,10,1,2,0,0,35.657328,139.800446,Android,Japan,44020,Japan,,ja,,,,53.519,,,,,13,13108,5339368480,13,13108,13,13222,
48407a5d110cf4ad4a5e29680a6e3cf2b8ebb2fb5fb29b404cf589af96be86ee80b611314f56c2c2bd42d40aeb08ed42,2019,10,1,2,0,0,35.746516,139.803656,Android,Japan,44010,Japan,,ja,,,,116.1,,,35.802,2,13,13121,5339469452,13,13121,13,13108,
11388e7b12c20f223805d74dce92f515ae9170ec352d56e2bd7d3cea716d6eb1a0603b3e7eccfad00635c85ee609d077,2019,10,1,2,0,0,35.661024,139.810276,Android,Japan,44020,Japan,,ja,,,,56.1,,,,,13,13108,5339369438,13,13108,13,13117,
07484d95d6f227981279cf6e36f522eba583c2a90db3ff17c7862d1300978aa17b6afc3cdf435fda105f6fb64136db3c,2019,10,1,2,0,0,35.656371,139.813426,iOS,Japan,44010,Japan,,ja,,,,30,21.707,2,13.815,2,13,13108,5339368570,13,13108,13,13108,
92a4548dae7d529745bb14b4378f3b6b41c828708bd61b8e2e9748bb5f26b07c97b10f6bed87110e759cb60c551d0671,2019,10,1,2,0,0,35.765985,139.619969,Android,Japan,44010,Japan,,ja,,,,19.399,0.609,2,,,13,13120,5339541995,13,13120,13,13108,
80e502479b0782ea581f42665fe7415a525ffa89fabf334b1cb667ef96db8766ce5a32c18290e716175b4ab6d3e7b3df,2019,10,1,2,0,0,35.690642,139.902207,Android,Japan,44010,Japan,,ja,,,,29.54,,,,,13,13123,5339472281,13,13123,13,13108,
707487f6da067ff20d25b700938582989355176b0e1852dc0921e2a1d607e571dfbe28af06c880bbe7a98b77175e5a5d,2019,10,1,2,0,0,35.617906,139.731869,Android,Japan,44010,Japan,,ja,,,,15.048,,,,,13,13109,5339354815,13,13109,13,13103,
318c9e8935fcbb536723a96a5583102c33dce0570e4575a559d404ae8c38bfe4cb8841ffd1ca385affdde14fdef4b7c0,2019,10,1,2,0,0,35.669370,139.776548,Android,Japan,44051,Japan,,ja,,,,92.9,,,,,13,13102,5339460231,13,13111,13,13102,
5522b128c0f04bddd28e63f24fe2fce207840c040cfa48550a6de3bd10897640453b3195f07dfb0aadaaa71dd797ede5,2019,10,1,2,0,0,35.851088,139.684674,Android,Japan,44010,Japan,,ja,,,,7.504,,,,,11,11108,5339652417,11,11108,13,13108,
9128781ef63877c0bd4a53d8052abea25f4739e3e4cdd1523bcbdc9cd7c120f8a62abd172cdeb332b9891cbcddbed5d6,2019,10,1,2,0,0,35.667496,139.788761,Android,Japan,44010,Japan,,ja,,,,19,,,23.512,2,13,13108,5339460301,13,13108,13,13103,
0525e5b890d15c86b7b810ff261e1e2e49df0985c8b2c102fb891f03b253f89a14438645020e6703229212f42fd1637d,2019,10,1,2,0,0,35.647964,139.799415,Android,Japan,44050,Japan,,ja,,,,15.867,,,18.434,2,13,13108,5339367379,13,13108,13,13104,
7a515fe69a52535984c358577f1bd09f280dc03eccca933946746a8d29f9ce653d04eb3c77a468b5ca15188e9a3cdca7,2019,10,1,2,0,0,35.512665,139.677299,iOS,Japan,44050,Japan,,ja,,,,10,23.533,2,195.552,2,14,14101,5339251451,14,14301,13,13108,
76b439c294d6e1062235632cf2c6cae05963dc22323260b22036bd0eb64e178da9349c3897328fb509c468586d82613b,2019,10,1,2,0,0,35.430383,139.648317,Android,Japan,44010,Japan,,ja,,,,14.189,,,,,14,14104,5339151168,14,14104,14,14104,
1e1dd1f0fb05b193f6d3b63651bc02b1f8f5ae67145cabb7166bc9222c586494bf49bb167803753757f4ab15648f4047,2019,10,1,2,0,0,35.668511,139.755784,Android,Japan,44010,Japan,,ja,,,,1600,,,,,13,13103,5339460024,13,13119,13,13110,
e5a305c02c7388a0edacc45475032ad55fa52f53a180baf9d006217c0362c7474fe6117123a6f9ff5c427fc0c627ecc6,2019,10,1,2,0,0,35.669838,139.773948,Android,Japan,44010,Japan,,ja,,,,15.102,,,,,13,13102,5339460139,13,13102,13,13108,
73a27150234cbf9266fdbdb2264fc3bc82eade2c035e993fa75e33dfe05e099c7782523c3448ba8f077f6b86e359c7df,2019,10,1,2,0,0,35.645752,139.785629,iOS,Japan,44010,Japan,,ja,,,,65,,,,,13,13108,5339367248,30,30421,30,30421,
66120246a0ccb5b1d6d3b36f744115a6b603af93c8985ac918e274cbcbdb7e739513f9d2735427a4227bce2a0af2d50a,2019,10,1,2,0,0,35.627116,139.775252,Android,Japan,44010,Japan,,ja,,,,13.406,,,297.276,2,13,13103,5339365220,13,13104,13,13103,
c2a39f6014906deff62da93f5093bddaa84d46b7b531ca0a633ad7142e2738cf08d9ec745e2ccad17e3186e44824b4ab,2019,10,1,2,0,0,35.919445,139.487851,Android,Japan,44020,Japan,,ja,,,,16,,,,,11,11201,5339730930,11,11201,13,13303,
586e08454f18c83699942e5a1cbc79fb41e49a330e7adabc23b89d55ef09c945c68b657ec6811eb21ce38bc1b10bfacc,2019,10,1,2,0,0,35.723412,139.642088,Android,Japan,44010,Japan,,ja,,,,177.489,,,,,13,13114,5339456183,13,13114,13,13104,
4ee29d295c50c0ca448c4262561821014c1d27901a7b68492c60c6298655dedd2e23f1ff224cc957432ab595bc640d88,2019,10,1,2,0,0,35.597347,139.722333,Android,Japan,44010,Japan,,ja,,,,13.78,,,90,2,13,13109,5339351767,13,13109,13,13108,
c7972fd2e9858ea47e6787f9f8308dfdc23db155acf44a7430290bff1ea61354b720a840c1237b01a3177d7df26b7976,2019,10,1,2,0,0,35.654051,139.735673,Android,Japan,44051,Japan,,ja,,,,16,,,,,13,13103,5339358848,13,13103,13,13224,
4115a2bcf1893625f835685c698e6ccd19dfb3b5a662cf534063f4795349458183071bbd0b076440bb88c765af8b1a8a,2019,10,1,2,0,0,35.618357,139.743235,Android,Japan,44010,Japan,,ja,,,,15.382,,,126.869,2,13,13109,5339354924,13,13109,13,13108,
e1ee9a0aa512df8f63568140e5e5e2e6e0b274b9b37a1cbeeec8abb433a23094a586f730dfde73e1e2523f3b83d64163,2019,10,1,2,0,0,35.697528,139.677996,Android,Japan,44050,Japan,,ja,,,,6,,,271.274,2,13,13114,5339453472,13,13117,11,11108,
c650b13b39440c7be0470f3770fe23cfcb4e0db47ee526f3f3922a3082e8ab8d865ec17277c28575fd970395428d1439,2019,10,1,2,0,0,35.661955,139.801602,Android,Japan,44010,Japan,,ja,,,,15.036,,,152.904,2,13,13108,5339369441,13,13108,13,13113,
972d24025763ed0703b1807f5734a30b53afeaa0e359914306bdc665aeeb73d59e0fc8e6bd4b08643f7b489581bf9d82,2019,10,1,2,0,0,35.757620,139.631585,Android,Japan,44051,Japan,,ja,,,,13.847,,,,,13,13120,5339550095,13,13120,11,11212,
52aa8aa37d3e99bb1d0c7ad860d0c46d437571030c5b5f005a27d9fc5efef80ffc2b32eac1733d4c8f7c63dfa1a6feac,2019,10,1,2,0,0,35.684077,139.754738,Android,Japan,44020,Japan,,ja,,,,92.9,,,,,13,13101,5339462003,13,13108,13,13101,
d9af56fcd75bf79fc92c2fc4a1a1200d8d2590ef08c3e9e5312436593e3a1fbbc3054e42c8de3972971dfd99b6c54b3c,2019,10,1,2,0,0,35.657380,139.800690,Android,Japan,44010,Japan,,ja,,,,16,,,,,13,13108,5339368480,13,13108,13,13103,
559ef0c9a3d440b16ce06a65537b623263563f892fda883389c62c65156b7a7230b1f4e085f01daee402c22b14c897a0,2019,10,1,2,0,0,35.734820,139.649987,Android,Japan,44051,Japan,,ja,,,,13.407,,,,,13,13120,5339458119,13,13120,13,13103,
5b83ee144a0eb5b733de4ae7588e900eb76434a677e91d58b5c9785f61fcf622f15eaea099fddefe7c8accaec7505f82,2019,10,1,2,0,0,35.482805,139.544495,Android,Japan,44051,Japan,,ja,,,,14.263,,,,,14,14112,5339147395,14,14112,14,14131,
7f036871beff1485a71cb7df4b36d135c73d3b246630350ee7f8384b52c3267686aa60b3269d6418c06aedea7ea9891a,2019,10,1,2,0,0,35.827975,139.937718,Android,Japan,44010,Japan,,ja,,,,17.35,,,98.426,2,12,12207,5339579530,12,12207,13,13103,
2067406434c956c86099e4f60a85d91b21da73167806b3b3aea1645c24fb3dfa7ce3042bfe0b0c976cc3e42aa3eb87ae,2019,10,1,2,0,0,35.651059,139.796978,Android,Japan,44010,Japan,,ja,,,,15.271,,,21.938,2,13,13108,5339368317,13,13104,13,13101,
9ffd8cb7bae8296295714b81ce0f2fc51f7403de08ef876127945a713c6220cfdaf5e2fc1a05a727e7bdef613af0e48a,2019,10,1,2,0,0,35.701526,139.435728,Android,Japan,44020,Japan,,ja,,,,14.588,,,,,13,13214,5339434418,13,13214,13,13108,
e769feaefe29caf7706456638d63f86909b82ff454802418fba40813ad967fc7603c1b6ec5dd52045f3f4c0d5e17cf6d,2019,10,1,2,0,0,35.662076,139.793441,Android,Japan,44010,Japan,,ja,,,,77.6,,,289.325,2,13,13108,5339369344,13,13108,13,13102,
10542614304435346a34cefa0b8e6974436f9f058241c654425dd1ac7af905f03075562fa0d8c6902f8d6a9db6d24c22,2019,10,1,2,0,0,35.705737,139.831534,Android,Japan,44010,Japan,,ja,,,,600,,,,,13,13107,5339464665,13,13107,13,13108,
11388e7b12c20f223805d74dce92f515ae9170ec352d56e2bd7d3cea716d6eb1a0603b3e7eccfad00635c85ee609d077,2019,10,1,2,0,0,35.661024,139.810276,Android,Japan,44020,Japan,,ja,,,,56.1,0,2,,,13,13108,5339369438,13,13108,13,13117,
2a9b87224c222b7eaa58642925f2aba57844522a221f6f3bdcf4db71c20de7c1310c45ca8be76ec93a177660141afb9f,2019,10,1,2,0,0,35.668774,139.778826,iOS,Japan,44020,Japan,JPY,ja,JP,background,move,2000,,,,,13,13102,5339460223,13,13116,13,13116,5
e12c0fdf74ea17b6fdc06cd51145c8b107c45c901984664426de7123f859cfeaf754279ea67e93761c019ebb88a141c0,2019,10,1,2,0,0,35.697619,139.640129,Android,Japan,44010,Japan,,ja,,,,9.648,,,,,13,13115,5339453172,13,13115,13,13102,
302a414d77800eb503a8ebbd8d1b115fda61f785e33b2951a8bc5d36c8085361c3b6d19ca24d81d700a6f0bdc1a88006,2019,10,1,2,0,0,35.659071,139.797090,Android,Japan,44010,Japan,,ja,,,,47.465,,,,,13,13108,5339369307,13,13108,11,11105,
586e08454f18c83699942e5a1cbc79fb41e49a330e7adabc23b89d55ef09c945c68b657ec6811eb21ce38bc1b10bfacc,2019,10,1,2,0,0,35.723394,139.642046,Android,Japan,44010,Japan,,ja,,,,20,,,,,13,13114,5339456183,13,13114,13,13104,
40b13470548aa2dc319c38ce875dd60c3f4159d4ead6b5657dbd52ea22a1a960ea27ffd8badbad8c515c47d676152e75,2019,10,1,2,0,0,35.576610,139.660706,Android,Japan,44010,Japan,,ja,,,,14.359,,,62.447,2,14,14133,5339259218,14,14133,13,13113,
83826b447bb7fa0257092c084bc071ca861f0c464013465c2a9e8d32429da4e286db8a865c0911483ed88acd7b5bf87a,2019,10,1,2,0,0,35.340466,139.524291,iOS,Japan,44020,Japan,JPY,ja,JP,background,move,5,2.079,1,215.702,1,14,14204,5339040189,14,14204,13,13108,5
d3daf8883f4399ba1b55304be21445eea1509f7b7b6783e7fe953ff18624ceee23fc48b699141c77a02dc0c67c7030b3,2019,10,1,2,0,0,35.693451,140.297662,Android,Japan,44010,Japan,,ja,,,,13.606,,,,,12,12230,5340423328,12,12230,12,12230,
edeae9563a0ea11c73ca0b5acdd5f547c3e0110203db2351b3f8f56ad9e1904e5b97c7d21d75bd51e4c646a24b6d147e,2019,10,1,2,0,0,35.644553,139.908984,Android,Japan,44051,Japan,,ja,,,,36.9,,,63.434,2,12,12227,5339377237,12,12227,12,12203,
5c5c49d52d7254efa4e0d823f9153ab8b87a1f1eafe6d9471d14253af00e85085ff9bd3493797c44904519f49748abf2,2019,10,1,2,0,0,35.647345,139.792778,Android,Japan,44020,Japan,,ja,,,,82.5,,,69.537,2,13,13108,5339367364,13,13108,13,13108,
3384e1bed20c2dd5fb31c8eb6e08c3f3e353c2c01add40840df105357c2d5b03d24bc525e1d40c3d754defda682500f3,2019,10,1,2,0,0,35.644172,139.585022,Android,Japan,44010,Japan,,ja,,,,356067.156,,,,,13,13219,5339347638,13,13219,13,13108,
db181a575c44737ca818d751b993c3be4def85a04a7a627a1a3649098620070f88fb998dd4042974f4256e23fb7ab326,2019,10,1,2,0,0,35.653130,139.800024,Android,Japan,44051,Japan,,ja,,,,39.664,,,,,13,13108,5339368430,13,13108,12,12103,
a3ee97c45124ccd49b147e4a5debc8d61ebbd87997144f75d42d2366aa89cab05160914070b3a8604472f2ee248fdf4b,2019,10,1,2,0,0,35.561955,139.708564,Android,Japan,44010,Japan,,ja,,,,17.236,,,,,13,13111,5339257646,13,13111,13,13108,
abafd76ae066af065d91904c1342d15eb5559dda3ee53d2d6e2efb99870841651f2dd2ebbfa45f5499d8de78d1e679de,2019,10,1,2,0,0,35.672915,139.856752,Android,Japan,44051,Japan,,ja,,,,16,,,,,13,13123,5339460875,13,13123,13,13108,
251ba76954cdde19e83da535be0745cb09953b86375b59ef1280306355d26e5675f9914516fab8b4bb205bd4195cd92b,2019,10,1,2,0,0,35.656496,139.799622,Android,Japan,44010,Japan,,ja,,,,50.654,,,258.929,2,13,13108,5339368379,13,13121,13,13108,
d5190466ac4674c56cbbb7aa73c6e537f525ea3edd8c844b8610b1bade693d2bd117024b826a977b50bcda1a36f9f14d,2019,10,1,2,0,0,35.635668,140.045536,Android,Japan,44020,Japan,,ja,,,,15.152,,,,,12,12106,5340306326,12,12106,13,13101,
73a27150234cbf9266fdbdb2264fc3bc82eade2c035e993fa75e33dfe05e099c7782523c3448ba8f077f6b86e359c7df,2019,10,1,2,0,0,35.645752,139.785639,iOS,Japan,44010,Japan,,ja,,,,165,,,,,13,13108,5339367248,30,30421,30,30421,
68a96ab97bf97d5b0b9b61ed40f478be7b7f9ec116ca37fd327b0adce7089846fc78f2a93ce2f9dc8de0f7ad7b211da2,2019,10,1,2,0,0,35.652102,139.804467,Android,Japan,44051,Japan,,ja,,,,292.781,,,,,13,13108,5339368423,13,13108,13,13108,
b28a7265c711c486a9db5242062803042a00d644ba83099f66af4f44129602dee6d6fcae473c752116a371492c19f4f6,2019,10,1,2,0,0,35.562662,139.715950,Android,Japan,44010,Japan,,ja,,,,27.868,,,122.017,2,13,13111,5339257752,13,13111,13,13108,
5e809ca0cfb946bec8669e89c5c7175a72c722dc3521c199e7726f23afda7bc2c64ab743a6ff5f141ec5e3928c150a20,2019,10,1,2,0,0,35.709751,139.625150,Android,Japan,44010,Japan,,ja,,,,39.56,,,,,13,13115,5339455010,13,13115,13,13108,
997a359cfb8ec23a9f7078764f4d5535973e199b2c4164b0306fdea0c9704a352d6bbb862f2bf0b9762dbfd4bd3d8c98,2019,10,1,2,0,0,35.647290,139.793019,Android,Japan,44010,Japan,,ja,,,,16,,,,,13,13108,5339367364,13,13108,13,13101,
cd0c69caeb37f3405c74830a509f2900ec7fe7556b31d23b00c6a45544cab93f13193dba7c9849ad58eff5b69928aecd,2019,10,1,2,0,0,35.575003,139.736688,Android,Japan,44010,Japan,,ja,,,,14.351,,,,,13,13111,5339259809,13,13111,13,13103,
59239fd4e48754301fe3edec0f60c89ff31ef89faf87ec439766e7c8d342b3d8c495694f9c36c3c2d29d4e40559a1c17,2019,10,1,2,0,0,35.614995,139.708625,Android,Japan,44010,Japan,,ja,,,,17.6,,,,,13,13109,5339353676,13,13109,13,13102,
ab2b90ffce24825da88b00f614194395519bf8ad12a37eb55339d51610d22275859fccba88576da8f19227bcbbe68469,2019,10,1,2,0,0,35.642597,139.917730,Android,Japan,44010,Japan,,ja,,,,15.906,,,37.585,2,12,12227,5339377314,12,12227,13,13101,
1784ea6f82388abbb45b98284ee7e8b720722c7a21990e3cda9c1ceeb460027ff01a677abfff96b0171cec93dea26828,2019,10,1,2,0,0,35.670367,139.455947,Android,Japan,44051,Japan,,ja,,,,17.582,,,250.115,2,13,13206,5339430644,13,13206,13,13108,
9ecace712d38a931d497e949a535c91fffa00647756390aaab87a5a1ad16f961cae645b213e5d2b3b2fc77748dd920b2,2019,10,1,2,0,0,35.656398,139.808468,Android,Japan,44010,Japan,,ja,,,,13.866,,,343.61,2,13,13108,5339368476,13,13108,13,13109,
ae4fd975ab5bd5fbc2a1d5ff2384c2ec0cea3eddd65c8830b3eede6f6c144ccda148be032807507dd02859cc80e680eb,2019,10,1,2,0,0,26.257273,127.713463,Android,Japan,44010,Japan,,ja,,,,17.221,,,,,47,47208,3927350780,47,47208,47,47201,
68a96ab97bf97d5b0b9b61ed40f478be7b7f9ec116ca37fd327b0adce7089846fc78f2a93ce2f9dc8de0f7ad7b211da2,2019,10,1,2,0,0,35.648574,139.805634,Android,Japan,44051,Japan,,ja,,,,200,,,,,13,13108,5339367484,13,13108,13,13108,
